		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000111001   26   22   16   26   25   34   31   19 10.451523 0.234753 SUCCESS  26
000111011   24   31   27   24   26   25   17   19  5.824284 0.666907 SUCCESS  27
000111101   23   23   35   27   21   18   26   29  8.443739 0.391367 SUCCESS  28
000111111   30   26   28   24   19   23   21   17  6.120189 0.633771 SUCCESS  29
001000011   30   26   26   31   24   23   24   25  3.504707 0.898824 SUCCESS  30
001000101   25   19   25   21   23   21   19   21  4.050841 0.852508 SUCCESS  31
001000111   27   26   22   25   17   23   25   27  3.358410 0.909896 SUCCESS  32
001001011   20   20   28   26   19   19   24   22  5.017331 0.755722 SUCCESS  33
001001101   24   22   20   29   20   24   28   24  3.349804 0.910529 SUCCESS  34
001001111   21   25   25   28   22   21   28   27  2.638838 0.954942 SUCCESS  35
001010011   17   17   31   18   21   23   18   22 10.769274 0.215118 SUCCESS  36
001010101   31   31   19   30   33   27   23   26  9.869643 0.274295 SUCCESS  37
001010111   21   25   27   23   27   24   34   29  5.970582 0.650527 SUCCESS  38
001011011   22   25   25   22   29   23   27   25  1.800109 0.986539 SUCCESS  39
001011101   21   24   18   20   21   29   32   24  6.891396 0.548394 SUCCESS  40
001011111   22   23   28   29   21   22   28   35  7.817506 0.451497 SUCCESS  41
001100101   34   17   25   25   28   20   20   26  8.552965 0.381397 SUCCESS  42
001100111   17   30   14   24   26   30   16   29 13.559518 0.093994 SUCCESS  43
001101011   20   24   27   30   30   19   29   21  6.392925 0.603307 SUCCESS  44
001101101   29   24   27   17   24   24   25   19  4.773061 0.781533 SUCCESS  45
001101111   27   27   28   29   34   23   25   23  6.106950 0.635253 SUCCESS  46
001110101   26   21   27   24   25   22   24   26  1.265892 0.995947 SUCCESS  47
001110111   26   23   27   15   28   26   25   17  7.213118 0.513823 SUCCESS  48
001111011   22   28   28   22   24   23   25   22  1.935153 0.982936 SUCCESS  49
001111101   22   26   22   24   28   33   22   37 11.258477 0.187479 SUCCESS  50
001111111   26   24   22   31   20   32   25   24  5.495280 0.703563 SUCCESS  51
010000011   28   21   24   28   25   27   26   27  2.292622 0.970701 SUCCESS  52
010000111   28   18   30   25   25   30   31   23  6.902650 0.547172 SUCCESS  53
010001011   30   27   25   24   20   28   26   19  4.350717 0.824176 SUCCESS  54
010001111   25   28   20   24   18   21   32   23  6.146007 0.630881 SUCCESS  55
010010011   19   23   25   26   27   17   32   34 10.401213 0.237987 SUCCESS  56
010010111   17   17   27   23   17   20   25   27  8.448372 0.390940 SUCCESS  57
010011011   20   26   24   30   24   18   18   26  5.848778 0.664167 SUCCESS  58
010011111   18   20   21   26   28   25   30   18  6.780845 0.560452 SUCCESS  59
010100011   27   22   23   24   34   19   19   24  7.001947 0.536423 SUCCESS  60
010100111   16   22   25   22   26   21   21   22  4.822047 0.776416 SUCCESS  61
010101011   28   33   27   33   32   21   24   26 10.158266 0.254093 SUCCESS  62
010101111   28   26   28   32   27   28   30   28  6.371080 0.605740 SUCCESS  63
010110011   20   23   25   27   20   26   25   20  2.967842 0.936359 SUCCESS  64
010110111   15   25   21   26   29   27   26   28  6.197641 0.625104 SUCCESS  65
010111011   23   23   19   17   31   29   27   23  6.832480 0.554810 SUCCESS  66
010111111   22   18   34   28   26   27   29   31  9.572414 0.296328 SUCCESS  67
011000111   21   18   33   22   19   26   30   27  8.561571 0.380619 SUCCESS  68
011001111   12   28   22   26   25   32   11   28 18.033178 0.020979 SUCCESS  69
011010111   26   23   26   28   32   19   26   29  5.538309 0.698792 SUCCESS  70
011011111   24   26   30   26   23   23   27   28  2.555428 0.959096 SUCCESS  71
011101111   30   24   27   17   30   29   22   22  6.655731 0.574190 SUCCESS  72
011111111   31   21   23   28   28   30   27   22  5.377448 0.716577 SUCCESS  73
100000000   25   21   30   22   21   30   20   24  4.722750 0.786756 SUCCESS  74
100010000   29   21   23   22   25   28   24   29  3.181661 0.922445 SUCCESS  75
100100000   27   27   32   20   23   19   20   24  5.985146 0.648896 SUCCESS  76
100101000   23   28   19   21   21   25   23   32  5.392012 0.714973 SUCCESS  77
100110000   20   17   22   27   23   28   21   22  5.034543 0.753878 SUCCESS  78
100111000   30   24   18   25   29   19   22   21  5.950723 0.652752 SUCCESS  79
101000000   26   35   17   21   23   30   28   25  9.655824 0.290018 SUCCESS  80
101000100   36   24   15   24   26   22   18   25 11.560339 0.171925 SUCCESS  81
101001000   17   20   39   19   24   18   16   20 18.955316 0.015100 SUCCESS  82
101001100   23   26   22   22   27   30   25   25  2.325721 0.969363 SUCCESS  83
101010000   25   17   18   27   22   30   22   20  6.992017 0.537494 SUCCESS  84
101010100   24   21   24   17   27   34   18   24  8.755531 0.363337 SUCCESS  85
101011000   34   19   34   34   20   27   27   17 16.664204 0.033802 SUCCESS  86
101011100   22   24   20   19   26   17   33   25  7.882380 0.445043 SUCCESS  87
101100000   18   20   29   17   17   25   27   14 12.972342 0.112805 SUCCESS  88
101100100   25   16   24   24   23   26   28   23  3.840993 0.871177 SUCCESS  89
101101000   27   23   17   24   21   20   28   16  7.542122 0.479423 SUCCESS  90
101101100   29   27   20   14   22   29   17   24 10.051025 0.261463 SUCCESS  91
101110000   24   28   32   17   24   23   37   26 12.249460 0.140416 SUCCESS  92
101110100   26   35   25   23   29   17   33   29 12.216361 0.141808 SUCCESS  93
101111000   30   27   23   26   30   25   26   22  3.504707 0.898824 SUCCESS  94
101111100   27   22   22   21   27   30   27   28  3.715879 0.881805 SUCCESS  95
110000000   22   20   31   17   26   28   25   18  7.636785 0.469729 SUCCESS  96
110000010   24   19   22   27   25   27   26   22  2.426342 0.965077 SUCCESS  97
110000100   31   24   29   28   19   16   29   23  8.502655 0.385969 SUCCESS  98
110001000   23   23   18   23   23   27   30   38 11.519959 0.173941 SUCCESS  99
110001010   29   30   21   22   32   25   25   18  7.172737 0.518116 SUCCESS 100
110010000   26   20   25   28   34   26   24   25  5.529703 0.699747 SUCCESS 101
110010010   25   23   26   23   18   22   27   29  3.451749 0.902902 SUCCESS 102
110010100   20   28   24   21   26   20   17   27  5.399293 0.714170 SUCCESS 103
110011000   21   18   21   29   31   21   19   29  8.077664 0.425921 SUCCESS 104
110011010   30   17   37   25   24   23   20   27 11.587481 0.170580 SUCCESS 105
110100000   25   36   19   26   26   24   33   23 10.393931 0.238458 SUCCESS 106
110100010   29   24   23   31   25   20   24   20  4.494367 0.809996 SUCCESS 107
110100100   21   23   31   22   22   20   22   27  4.256054 0.833314 SUCCESS 108
110101000   30   14   26   29   29   30   17   21 11.950907 0.153408 SUCCESS 109
110101010   21   23   32   20   26   29   19   24  6.087090 0.637477 SUCCESS 110
110101100   30   27   25   38   24   24   26   19 10.826204 0.211743 SUCCESS 111
110110000   19   18   22   24   20   21   23   20  5.431068 0.710664 SUCCESS 112
110110010   27   21   23   22   29   26   23   22  2.434948 0.964695 SUCCESS 113
110110100   23   31   18   24   27   28   24   17  6.832480 0.554810 SUCCESS 114
110111000   22   38   24   20   27   28   29   29 11.538494 0.173013 SUCCESS 115
110111010   27   27   22   25   25   12   30   25  8.705221 0.367770 SUCCESS 116
110111100   32   28   28   25   34   25   23   22  7.810224 0.452224 SUCCESS 117
111000000   15   18   20   20   28   27   28   15 12.244165 0.140638 SUCCESS 118
111000010   28   42   29   20   25   21   37   25 22.639895 0.003859 FAILURE 119
111000100   19   25   17   25   23   22   36   36 15.315751 0.053289 SUCCESS 120
111000110   36   22   28   27   20   29   21   21  9.477751 0.303608 SUCCESS 121
111001000   26   24   27   21   21   25   19   26  2.739459 0.949629 SUCCESS 122
111001010   21   27   15   29   23   19   22   19  8.211384 0.413099 SUCCESS 123
111001100   18   21   25   27   33   23   14   33 13.458897 0.097006 SUCCESS 124
111010000   22   33   22   32   34   23   27   20 11.165137 0.192517 SUCCESS 125
111010010   22   22   36   28   22   16   33   30 14.435318 0.071101 SUCCESS 126
111010100   21   22   24   27   27   16   20   26  5.229827 0.732753 SUCCESS 127
111010110   27   27   26   32   21   30   23   19  6.266487 0.617409 SUCCESS 128
111011000   24   18   29   30   19   22   30   25  6.790775 0.559366 SUCCESS 129
111011010   19   28   12   32   27   29   22   24 12.179291 0.143382 SUCCESS 130
111011100   19   29   27   16   24   32   28   30  9.740557 0.283710 SUCCESS 131
111100000   28   24   15   25   26   27   24   17  7.035045 0.532856 SUCCESS 132
111100010   19   23   24   21   19   32   36   29 12.095881 0.146977 SUCCESS 133
111100100   30   18   30   20   22   24   30   23  6.875508 0.550122 SUCCESS 134
111100110   29   26   24   22   30   21   17   32  7.841999 0.449055 SUCCESS 135
111101000   18   23   21   38   32   26   25   25 12.732044 0.121408 SUCCESS 136
111101010   19   22   32   24   24   23   19   28  5.807073 0.668832 SUCCESS 137
111101100   24   14   27   29   26   20   18   31 10.280732 0.245872 SUCCESS 138
111101110   24   29   27   19   29   25   28   30  5.216587 0.734196 SUCCESS 139
111110000   28   30   24   17   19   36   24   20 11.968119 0.152632 SUCCESS 140
111110010   32   20   28   22   25   27   28   16  7.900915 0.443209 SUCCESS 141
111110100   18   24   28   32   21   25   30   25  6.588209 0.581641 SUCCESS 142
111110110   21   23   22   35   17   24   19   36 14.840449 0.062323 SUCCESS 143
111111000   25   28   25   20   16   41   30   19 18.628960 0.016975 SUCCESS 144
111111010   18   21   26   28   20   21   31   21  6.526645 0.588454 SUCCESS 145
111111100   23   31   27   26   24   37   31   21 11.394844 0.180314 SUCCESS 146
111111110   31   21   23   28   28   30   27   22  5.377448 0.716577 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   29   18   29   20   21   17   26   16 10.253591 0.247676 SUCCESS   0
000000011   29   22   27   33   24   25   23   26  4.775708 0.781258 SUCCESS   1
000000101   27   25   20   30   24   18   23   20  5.094783 0.747399 SUCCESS   2
000000111   23   26   32   28   26   36   29   26 10.006011 0.264604 SUCCESS   3
000001001   24   14   19   26   26   35   23   23 10.967205 0.203564 SUCCESS   4
000001011   25   22   25   16   22   18   19   28  7.025116 0.533925 SUCCESS   5
000001101   17   26   28   25   19   23   25   33  7.460037 0.487906 SUCCESS   6
000001111   32   22   30   29   27   37   28   22 12.726086 0.121628 SUCCESS   7
000010001   26   22   26   24   27   25   34   26  4.784314 0.780361 SUCCESS   8
000010011   27   37   23   22   24   35   31   24 13.962664 0.082744 SUCCESS   9
000010101   21   24   28   26   28   22   23   20  2.850009 0.943415 SUCCESS  10
000010111   28   21   29   20   18   21   20   29  6.696112 0.569746 SUCCESS  11
000011001   27   32   21   21   29   25   23   26  4.817413 0.776901 SUCCESS  12
000011011   25   24   21   25   20   20   27   28  3.002265 0.934215 SUCCESS  13
000011101   23   27   28   20   21   26   21   14  7.407078 0.493415 SUCCESS  14
000011111   31   21   19   31   32   29   22   19 10.240352 0.248560 SUCCESS  15
000100011   28   25   28   23   27   24   23   27  1.860349 0.984998 SUCCESS  16
000100101   23   24   21   28   28   26   27   22  2.317115 0.969714 SUCCESS  17
000100111   31   41   31   17   19   39   25   26 28.080045 0.000459 FAILURE  18
000101001   14   23   26   28   27   19   21   24  7.339556 0.500479 SUCCESS  19
000101011   18   24   26   31   26   18   25   19  6.789451 0.559511 SUCCESS  20
000101101   35   22   16   25   25   19   26   22  9.611471 0.293361 SUCCESS  21
000101111   28   17   19   21   22   27   21   28  6.161894 0.629103 SUCCESS  22
000110011   24   25   26   28   21   26   24   24  1.291709 0.995650 SUCCESS  23
000110101   25   29   21   27   15   16   34   23 12.407674 0.133920 SUCCESS  24
000110111   18   28   13   28   29   29   20   21 11.441183 0.177932 SUCCESS  25
000111001   21   27   22   30   32   28   21   27  6.122837 0.633474 SUCCESS  26
000111011   24   18   25   25   23   23   18   17  5.991103 0.648228 SUCCESS  27
000111101   21   21   23   23   31   26   28   27  3.935656 0.862882 SUCCESS  28
000111111   28   20   28   23   24   19   38   18 12.815453 0.118359 SUCCESS  29
001000011   32   34   29   25   28   18   19   27 11.071798 0.197664 SUCCESS  30
001000101   25   24   26   22   23   25   26   28  1.130848 0.997279 SUCCESS  31
001000111   23   29   30   25   33   27   29   28  7.192597 0.516003 SUCCESS  32
001001011   26   29   19   24   31   23   24   21  4.672440 0.791943 SUCCESS  33
001001101   26   23   22   23   25   19   22   25  2.027168 0.980168 SUCCESS  34
001001111   23   30   29   21   27   30   29   20  6.131443 0.632511 SUCCESS  35
001010011   16   34   29   23   22   24   29   28  9.571090 0.296429 SUCCESS  36
001010101   22   20   24   26   34   37   24   26 11.927738 0.154457 SUCCESS  37
001010111   21   25   27   28   28   20   20   20  4.349393 0.824305 SUCCESS  38
001011011   22   24   21   24   21   23   32   15  7.509023 0.482835 SUCCESS  39
001011101   27   28   22   22   20   23   21   26  2.824192 0.944901 SUCCESS  40
001011111   28   20   15   15   22   34   25   29 13.915664 0.083990 SUCCESS  41
001100101   27   29   23   17   24   29   20   21  5.798467 0.669795 SUCCESS  42
001100111   26   23   25   29   24   27   24   33  4.538720 0.805547 SUCCESS  43
001101011   19   27   19   39   28   20   29   26 14.163906 0.077592 SUCCESS  44
001101101   34   14   32   15   25   20   28   24 16.068422 0.041411 SUCCESS  45
001101111   26   25   23   18   28   24   21   22  3.230648 0.919060 SUCCESS  46
001110101   19   25   25   24   26   28   28   28  3.029406 0.932499 SUCCESS  47
001110111   16   27   30   34   23   27   14   26 13.569448 0.093701 SUCCESS  48
001111011   24   17   21   24   27   26   24   28  3.773471 0.876961 SUCCESS  49
001111101   27   20   28   33   23   30   22   33  9.581020 0.295672 SUCCESS  50
001111111   28   25   25   23   29   25   24   23  1.665065 0.989616 SUCCESS  51
010000011   21   23   29   29   19   20   19   26  5.764044 0.673643 SUCCESS  52
010000111   22   25   28   25   28   22   25   20  2.452159 0.963924 SUCCESS  53
010001011   23   20   19   24   24   26   26   24  2.374708 0.967318 SUCCESS  54
010001111   27   24   34   27   24   21   41   23 16.741655 0.032914 SUCCESS  55
010010011   23   22   18   23   28   23   23   22  3.102885 0.927736 SUCCESS  56
010010111   22   32   17   27   30   25   25   19  7.892309 0.444060 SUCCESS  57
010011011   33   23   23   17   24   24   23   28  6.265163 0.617556 SUCCESS  58
010011111   23   18   27   19   25   38   24   21 11.688101 0.165672 SUCCESS  59
010100011   31   17   25   24   21   26   30   15  9.857065 0.275202 SUCCESS  60
010100111   22   20   28   25   23   27   21   27  2.773882 0.947737 SUCCESS  61
010101011   27   20   21   21   25   32   28   24  5.104712 0.746328 SUCCESS  62
010101111   27   19   25   21   24   23   27   18  4.136898 0.844566 SUCCESS  63
010110011   26   22   30   23   16   25   23   28  5.400617 0.714024 SUCCESS  64
010110111   19   21   27   25   35   21   26   23  7.468642 0.487013 SUCCESS  65
010111011   22   24   24   25   18   25   23   25  2.120507 0.977093 SUCCESS  66
010111111   24   20   28   20   23   24   27   29  3.468960 0.901585 SUCCESS  67
011000111   24   21   18   26   20   25   26   28  3.832387 0.871920 SUCCESS  68
011001111   21   20   24   21   22   22   18   30  5.356265 0.718907 SUCCESS  69
011010111   27   30   25   29   24   26   32   30  6.421390 0.600140 SUCCESS  70
011011111   20   23   24   28   28   19   21   26  3.840993 0.871177 SUCCESS  71
011101111   21   20   24   34   24   21   19   20  7.771829 0.456070 SUCCESS  72
011111111   32   18   32   23   24   16   25   27 10.010645 0.264280 SUCCESS  73
100000000   29   18   29   20   21   17   26   16 10.253591 0.247676 SUCCESS  74
100010000   29   34   33   29   31   21   29   27 12.354053 0.136092 SUCCESS  75
100100000   21   16   18   25   21   18   25   30  8.795912 0.359804 SUCCESS  76
100101000   23   21   18   28   27   25   26   26  3.375621 0.908625 SUCCESS  77
100110000   33   22   31   29   31   34   22   25 12.132952 0.145370 SUCCESS  78
100111000   33   21   21   22   28   33   26   22  8.393428 0.396012 SUCCESS  79
101000000   32   32   25   29   24   22   20   23  6.961566 0.540785 SUCCESS  80
101000100   32   26   30   29   24   23   19   26  6.216176 0.623031 SUCCESS  81
101001000   24   30   29   26   22   27   21   30  4.690975 0.790037 SUCCESS  82
101001100   25   25   27   18   23   21   19   17  6.177782 0.627325 SUCCESS  83
101010000   25   25   24   23   35   17   28   28  8.300089 0.404719 SUCCESS  84
101010100   26   25   28   32   28   27   22   20  5.021303 0.755297 SUCCESS  85
101011000   24   26   17   29   24   25   23   23  3.519271 0.897689 SUCCESS  86
101011100   24   22   15   20   18   25   25   26  6.686182 0.570838 SUCCESS  87
101100000   19   26   24   18   27   22   22   24  3.865486 0.869051 SUCCESS  88
